UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,1.0,2.0,2.0,92.0,92.0,5.0,5.0,100.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,1.0,3.7,25.0,92.59,1.0,3.7,27.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,66.0,88.0,9.0,12.0,75.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,5.0,3.03,1.0,0.61,148.0,89.7,11.0,6.67,165.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,38.0,97.44,1.0,2.56,39.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060027,CENTRO DE ESPECIALIDADES E APOIO DIAGNOSTICO CEAD,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.46,4.0,1.84,192.0,88.48,20.0,9.22,217.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,1.16,2.0,2.33,72.0,83.72,11.0,12.79,86.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,2.0,2.25,0.0,0.0,78.0,87.64,9.0,10.11,89.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,0.0,0.0,50.0,87.72,7.0,12.28,57.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,2.44,1.0,2.44,36.0,87.8,3.0,7.32,41.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,3.0,2.22,122.0,90.37,10.0,7.41,135.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,19.0,63.33,11.0,36.67,30.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,2.0,1.5,122.0,91.73,9.0,6.77,133.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,2.0,1.74,3.0,2.61,101.0,87.83,9.0,7.83,115.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,1.64,1.0,1.64,54.0,88.52,5.0,8.2,61.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,2.0,1.39,3.0,2.08,132.0,91.67,7.0,4.86,144.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,2.0,1.29,6.0,3.87,138.0,89.03,9.0,5.81,155.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,1.0,2.0,2.0,92.0,92.0,5.0,5.0,100.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,1.0,3.7,25.0,92.59,1.0,3.7,27.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,66.0,88.0,9.0,12.0,75.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,5.0,3.03,1.0,0.61,148.0,89.7,11.0,6.67,165.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,38.0,97.44,1.0,2.56,39.0,SP,2017,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,2.0,2.67,68.0,90.67,5.0,6.67,75.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,3.0,4.69,57.0,89.06,4.0,6.25,64.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,0.0,0.0,43.0,87.76,6.0,12.24,49.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,0.0,0.0,30.0,96.77,1.0,3.23,31.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,1.0,1.28,71.0,91.03,6.0,7.69,78.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,1.0,1.04,1.0,1.04,90.0,93.75,4.0,4.17,96.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,10.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,56.0,98.25,1.0,1.75,57.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,0.0,0.0,20.0,90.91,2.0,9.09,22.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,0.0,0.0,63.0,95.45,3.0,4.55,66.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,0.0,0.0,2.0,1.79,104.0,92.86,6.0,5.36,112.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,1.0,1.25,70.0,87.5,9.0,11.25,80.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,2.0,6.67,0.0,0.0,22.0,73.33,6.0,20.0,30.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,1.0,6.25,0.0,0.0,14.0,87.5,1.0,6.25,16.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,1.0,3.45,1.0,3.45,26.0,89.66,1.0,3.45,29.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,0.0,0.0,23.0,100.0,0.0,0.0,23.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,1.0,0.75,4.0,3.01,118.0,88.72,10.0,7.52,133.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,12.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,1.0,2.78,31.0,86.11,4.0,11.11,36.0,SP,2018,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,0.0,0.0,37.0,94.87,2.0,5.13,39.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,1.02,2.0,2.04,87.0,88.78,8.0,8.16,98.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,1.0,2.04,2.0,4.08,42.0,85.71,4.0,8.16,49.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,0.0,0.0,40.0,88.89,5.0,11.11,45.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,0.0,0.0,42.0,95.45,2.0,4.55,44.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,2.0,2.44,71.0,86.59,9.0,10.98,82.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,4.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,33.0,100.0,0.0,0.0,33.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,0.0,0.0,29.0,87.88,4.0,12.12,33.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,3.7,0.0,0.0,23.0,85.19,3.0,11.11,27.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,0.0,0.0,3.0,2.48,111.0,91.74,7.0,5.79,121.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,1.0,3.23,27.0,87.1,3.0,9.68,31.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,0.0,0.0,25.0,89.29,3.0,10.71,28.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,21.0,87.5,3.0,12.5,24.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,29.0,96.67,1.0,3.33,30.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,0.0,0.0,20.0,95.24,1.0,4.76,21.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,2.0,8.7,21.0,91.3,0.0,0.0,23.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,0.0,0.0,3.0,60.0,2.0,40.0,5.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,12.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,3.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,6.0,SP,2019,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,1.0,1.32,70.0,92.11,5.0,6.58,76.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,5.0,1.49,8.0,2.38,296.0,88.1,27.0,8.04,336.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,0.0,0.0,4.0,80.0,1.0,20.0,5.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,1.0,14.29,6.0,85.71,0.0,0.0,7.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,4.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,0.0,0.0,17.0,94.44,1.0,5.56,18.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,2.0,25.0,6.0,75.0,0.0,0.0,8.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,31.0,100.0,0.0,0.0,31.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,2.0,6.45,29.0,93.55,0.0,0.0,31.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,1.0,3.85,25.0,96.15,0.0,0.0,26.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,0.0,0.0,0.0,0.0,20.0,95.24,1.0,4.76,21.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,1.0,1.54,0.0,0.0,56.0,86.15,8.0,12.31,65.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,0.0,0.0,23.0,92.0,2.0,8.0,25.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,35.0,97.22,1.0,2.78,36.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,1.0,12.5,7.0,87.5,0.0,0.0,8.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,1.0,1.43,65.0,92.86,4.0,5.71,70.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,1.0,2.78,33.0,91.67,2.0,5.56,36.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,3.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,0.0,0.0,4.0,66.67,2.0,33.33,6.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,1.0,6.67,1.0,6.67,13.0,86.67,0.0,0.0,15.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,1.0,25.0,3.0,75.0,0.0,0.0,4.0,SP,2020,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.86,3.0,2.59,109.0,93.97,3.0,2.59,116.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,2.0,0.4,13.0,2.57,453.0,89.53,38.0,7.51,506.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,0.0,0.0,12.0,70.59,5.0,29.41,17.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,5.0,2.15,196.0,84.12,32.0,13.73,233.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,2.0,1.14,3.0,1.7,157.0,89.2,14.0,7.95,176.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,31.0,93.94,2.0,6.06,33.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,1.0,1.3,72.0,93.51,4.0,5.19,77.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,2.0,2.41,71.0,85.54,10.0,12.05,83.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,2.0,2.63,69.0,90.79,5.0,6.58,76.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,1.0,0.52,3.0,1.57,171.0,89.53,16.0,8.38,191.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,1.0,1.06,4.0,4.26,80.0,85.11,9.0,9.57,94.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,1.28,0.0,0.0,65.0,83.33,12.0,15.38,78.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,1.0,1.39,1.0,1.39,65.0,90.28,5.0,6.94,72.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,1.0,1.75,53.0,92.98,3.0,5.26,57.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,0.0,0.0,62.0,96.88,2.0,3.13,64.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,1.0,0.83,114.0,94.21,6.0,4.96,121.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,0.0,0.0,43.0,89.58,5.0,10.42,48.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,1.0,4.35,19.0,82.61,3.0,13.04,23.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,0.0,0.0,0.0,0.0,25.0,80.65,6.0,19.35,31.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,1.0,1.82,0.0,0.0,51.0,92.73,3.0,5.45,55.0,SP,2021,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,2.0,1.75,0.0,0.0,103.0,90.35,9.0,7.89,114.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,3.0,0.56,9.0,1.69,490.0,91.76,32.0,5.99,534.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,3.0,0.49,7.0,1.14,560.0,91.35,43.0,7.01,613.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,3.0,0.85,9.0,2.56,313.0,89.17,26.0,7.41,351.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,0.52,3.0,1.55,176.0,91.19,13.0,6.74,193.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,2.0,0.65,10.0,3.23,277.0,89.35,21.0,6.77,310.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,33.0,94.29,2.0,5.71,35.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,3.0,2.65,3.0,2.65,106.0,93.81,1.0,0.88,113.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,3.0,3.49,78.0,90.7,5.0,5.81,86.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,0.56,3.0,1.69,161.0,90.45,13.0,7.3,178.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,3.0,0.87,9.0,2.62,314.0,91.28,18.0,5.23,344.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,2.0,1.39,5.0,3.47,129.0,89.58,8.0,5.56,144.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,0.0,0.0,65.0,94.2,4.0,5.8,69.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,2.0,2.99,59.0,88.06,6.0,8.96,67.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,1.0,1.01,4.0,4.04,89.0,89.9,5.0,5.05,99.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,1.0,0.92,101.0,92.66,7.0,6.42,109.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,1.0,0.49,1.0,0.49,191.0,92.72,13.0,6.31,206.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,2.0,3.39,55.0,93.22,2.0,3.39,59.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,0.0,0.0,38.0,90.48,4.0,9.52,42.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,0.0,0.0,1.0,2.38,34.0,80.95,7.0,16.67,42.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,73.0,90.12,8.0,9.88,81.0,SP,2022,0 a 5 anos,,,,,,,,,,,,
