UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct,cnes,lat_ubs,lon_ubs,qtd_esc_publicas,qtd_esc_privadas,qtd_fastfood,qtd_supermercados,qtd_pracas_esporte,acesso_transporte,Faixa_Etaria_Cod,Tendencia_Obesidade,Obesidade_Ano_Anterior,Delta_Obesidade,Status,Delta_Predito
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,11.0,SP,2019,10 a 19 anos,0.0,0.0,1.0,9.09,7.0,63.64,2.0,18.18,1.0,9.09,0.0,0.0,2085097,-22.38,-47.545,8,1,5,9,37,46,0,14.22,19.35,-5.130000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,30.0,SP,2020,10 a 19 anos,0.0,0.0,1.0,3.33,17.0,56.67,8.0,26.67,3.0,10.0,1.0,3.33,2085097,-22.38,-47.545,8,1,5,9,37,46,0,12.813333333333333,14.22,-1.406666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,97.0,SP,2021,10 a 19 anos,1.0,1.03,3.0,3.09,52.0,53.61,19.0,19.59,15.0,15.46,7.0,7.22,2085097,-22.38,-47.545,8,1,5,9,37,46,0,11.516666666666666,12.813333333333333,-1.2966666666666669,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,167.0,SP,2022,10 a 19 anos,2.0,1.2,3.0,1.8,87.0,52.1,38.0,22.75,28.0,16.77,9.0,5.39,2085097,-22.38,-47.545,8,1,5,9,37,46,0,14.076666666666668,11.516666666666666,2.5600000000000023,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,389.0,SP,2023,10 a 19 anos,2.0,0.51,5.0,1.29,238.0,61.18,79.0,20.31,53.0,13.62,12.0,3.08,2085097,-22.38,-47.545,8,1,5,9,37,46,0,15.283333333333333,14.076666666666668,1.2066666666666652,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,365.0,SP,2024,10 a 19 anos,0.0,0.0,8.0,2.19,207.0,56.71,83.0,22.74,46.0,12.6,21.0,5.75,2085097,-22.38,-47.545,8,1,5,9,37,46,0,14.329999999999998,15.283333333333333,-0.9533333333333349,DADO HISTÓRICO,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,,,,,,,,,295.0,SP,2025,10 a 19 anos,3.0,1.02,3.0,1.02,167.0,56.61,59.0,20.0,47.0,15.93,16.0,5.42,2085097,-22.38,-47.545,8,1,5,9,37,46,0,14.049999999999999,14.329999999999998,-0.27999999999999936,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,38.0,SP,2018,10 a 19 anos,0.0,0.0,2.0,5.26,28.0,73.68,6.0,15.79,2.0,5.26,0.0,0.0,3347087,-22.435,-47.55,0,0,0,0,12,9,0,5.01,4.76,0.25,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,7.0,SP,2019,10 a 19 anos,1.0,14.29,0.0,0.0,4.0,57.14,0.0,0.0,1.0,14.29,1.0,14.29,3347087,-22.435,-47.55,0,0,0,0,12,9,0,8.103333333333333,5.01,3.0933333333333337,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,7.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,5.0,71.43,0.0,0.0,1.0,14.29,1.0,14.29,3347087,-22.435,-47.55,0,0,0,0,12,9,0,11.28,8.103333333333333,3.176666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,47.0,SP,2021,10 a 19 anos,1.0,2.13,0.0,0.0,22.0,46.81,15.0,31.91,8.0,17.02,1.0,2.13,3347087,-22.435,-47.55,0,0,0,0,12,9,0,15.199999999999998,11.28,3.919999999999998,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,202.0,SP,2022,10 a 19 anos,3.0,1.49,5.0,2.48,120.0,59.41,36.0,17.82,27.0,13.37,11.0,5.45,3347087,-22.435,-47.55,0,0,0,0,12,9,0,14.893333333333333,15.199999999999998,-0.30666666666666487,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,230.0,SP,2023,10 a 19 anos,1.0,0.43,6.0,2.61,143.0,62.17,44.0,19.13,29.0,12.61,7.0,3.04,3347087,-22.435,-47.55,0,0,0,0,12,9,0,14.333333333333334,14.893333333333333,-0.5599999999999987,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,228.0,SP,2024,10 a 19 anos,2.0,0.88,13.0,5.7,132.0,57.89,45.0,19.74,28.0,12.28,8.0,3.51,3347087,-22.435,-47.55,0,0,0,0,12,9,0,12.753333333333332,14.333333333333334,-1.5800000000000018,DADO HISTÓRICO,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,,,,,,,,,232.0,SP,2025,10 a 19 anos,3.0,1.29,9.0,3.88,121.0,52.16,53.0,22.84,36.0,15.52,10.0,4.31,3347087,-22.435,-47.55,0,0,0,0,12,9,0,13.469999999999999,12.753333333333332,0.7166666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,16.0,SP,2018,10 a 19 anos,0.0,0.0,1.0,6.25,9.0,56.25,3.0,18.75,1.0,6.25,2.0,12.5,3355519,-22.42,-47.53,0,0,0,0,0,0,0,7.67,9.09,-1.42,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,22.0,SP,2019,10 a 19 anos,0.0,0.0,1.0,4.55,14.0,63.64,1.0,4.55,5.0,22.73,1.0,4.55,3355519,-22.42,-47.53,0,0,0,0,0,0,0,12.69,7.67,5.02,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,27.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,19.0,70.37,4.0,14.81,3.0,11.11,1.0,3.7,3355519,-22.42,-47.53,0,0,0,0,0,0,0,13.363333333333335,12.69,0.6733333333333356,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,37.0,SP,2021,10 a 19 anos,0.0,0.0,2.0,5.41,21.0,56.76,12.0,32.43,2.0,5.41,0.0,0.0,3355519,-22.42,-47.53,0,0,0,0,0,0,0,13.083333333333334,13.363333333333335,-0.28000000000000114,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,91.0,SP,2022,10 a 19 anos,0.0,0.0,6.0,6.59,54.0,59.34,13.0,14.29,13.0,14.29,5.0,5.49,3355519,-22.42,-47.53,0,0,0,0,0,0,0,10.27,13.083333333333334,-2.8133333333333344,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,125.0,SP,2023,10 a 19 anos,1.0,0.8,6.0,4.8,77.0,61.6,22.0,17.6,18.0,14.4,1.0,0.8,3355519,-22.42,-47.53,0,0,0,0,0,0,0,11.366666666666667,10.27,1.0966666666666676,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,167.0,SP,2024,10 a 19 anos,1.0,0.6,5.0,2.99,107.0,64.07,34.0,20.36,17.0,10.18,3.0,1.8,3355519,-22.42,-47.53,0,0,0,0,0,0,0,12.956666666666665,11.366666666666667,1.589999999999998,DADO HISTÓRICO,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,,,,,,,,,175.0,SP,2025,10 a 19 anos,0.0,0.0,4.0,2.29,115.0,65.71,29.0,16.57,23.0,13.14,4.0,2.29,3355519,-22.42,-47.53,0,0,0,0,0,0,0,12.573333333333332,12.956666666666665,-0.38333333333333286,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,13.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,4.0,30.77,5.0,38.46,2.0,15.38,2.0,15.38,5733022,-22.41,-47.54,1,0,0,0,13,1,0,7.69,0.0,7.69,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,15.0,SP,2019,10 a 19 anos,0.0,0.0,1.0,6.67,8.0,53.33,3.0,20.0,2.0,13.33,1.0,6.67,5733022,-22.41,-47.54,1,0,0,0,13,1,0,9.57,7.69,1.88,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,21.0,SP,2020,10 a 19 anos,1.0,4.76,0.0,0.0,10.0,47.62,4.0,19.05,5.0,23.81,1.0,4.76,5733022,-22.41,-47.54,1,0,0,0,13,1,0,17.506666666666664,9.57,7.936666666666664,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,85.0,SP,2021,10 a 19 anos,1.0,1.18,7.0,8.24,56.0,65.88,11.0,12.94,8.0,9.41,2.0,2.35,5733022,-22.41,-47.54,1,0,0,0,13,1,0,15.516666666666666,17.506666666666664,-1.9899999999999984,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,54.0,SP,2022,10 a 19 anos,0.0,0.0,8.0,14.81,20.0,37.04,13.0,24.07,9.0,16.67,4.0,7.41,5733022,-22.41,-47.54,1,0,0,0,13,1,0,16.63,15.516666666666666,1.1133333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,73.0,SP,2023,10 a 19 anos,2.0,2.74,0.0,0.0,44.0,60.27,11.0,15.07,12.0,16.44,4.0,5.48,5733022,-22.41,-47.54,1,0,0,0,13,1,0,14.173333333333334,16.63,-2.456666666666665,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,50.0,SP,2024,10 a 19 anos,1.0,2.0,1.0,2.0,32.0,64.0,8.0,16.0,6.0,12.0,2.0,4.0,5733022,-22.41,-47.54,1,0,0,0,13,1,0,15.036666666666667,14.173333333333334,0.8633333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,,,,,,,,,69.0,SP,2025,10 a 19 anos,1.0,1.45,0.0,0.0,46.0,66.67,15.0,21.74,6.0,8.7,1.0,1.45,5733022,-22.41,-47.54,1,0,0,0,13,1,0,12.38,15.036666666666667,-2.6566666666666663,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,22.0,SP,2018,10 a 19 anos,0.0,0.0,2.0,9.09,12.0,54.55,3.0,13.64,3.0,13.64,2.0,9.09,5870755,-22.405,-47.55,1,0,3,0,40,34,0,10.985,8.33,2.6549999999999994,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,10.0,SP,2019,10 a 19 anos,0.0,0.0,1.0,10.0,5.0,50.0,2.0,20.0,2.0,20.0,0.0,0.0,5870755,-22.405,-47.55,1,0,3,0,40,34,0,13.99,10.985,3.005000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,17.0,SP,2020,10 a 19 anos,0.0,0.0,1.0,5.88,8.0,47.06,3.0,17.65,4.0,23.53,1.0,5.88,5870755,-22.405,-47.55,1,0,3,0,40,34,0,19.05666666666667,13.99,5.066666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,51.0,SP,2021,10 a 19 anos,1.0,1.96,1.0,1.96,27.0,52.94,9.0,17.65,10.0,19.61,3.0,5.88,5870755,-22.405,-47.55,1,0,3,0,40,34,0,21.046666666666667,19.05666666666667,1.9899999999999984,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,101.0,SP,2022,10 a 19 anos,1.0,0.99,1.0,0.99,68.0,67.33,16.0,15.84,12.0,11.88,3.0,2.97,5870755,-22.405,-47.55,1,0,3,0,40,34,0,18.34,21.046666666666667,-2.706666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,126.0,SP,2023,10 a 19 anos,2.0,1.59,1.0,0.79,83.0,65.87,25.0,19.84,8.0,6.35,7.0,5.56,5870755,-22.405,-47.55,1,0,3,0,40,34,0,12.613333333333335,18.34,-5.726666666666665,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,150.0,SP,2024,10 a 19 anos,1.0,0.67,4.0,2.67,93.0,62.0,25.0,16.67,18.0,12.0,9.0,6.0,5870755,-22.405,-47.55,1,0,3,0,40,34,0,10.076666666666666,12.613333333333335,-2.536666666666669,DADO HISTÓRICO,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,,,,,,,,,130.0,SP,2025,10 a 19 anos,1.0,0.77,6.0,4.62,79.0,60.77,21.0,16.15,19.0,14.62,4.0,3.08,5870755,-22.405,-47.55,1,0,3,0,40,34,0,10.99,10.076666666666666,0.913333333333334,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,9.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,5.0,55.56,1.0,11.11,2.0,22.22,1.0,11.11,5981921,-22.39,-47.54,5,1,2,3,19,18,0,17.36,12.5,4.859999999999999,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,8.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,4.0,50.0,1.0,12.5,2.0,25.0,1.0,12.5,5981921,-22.39,-47.54,5,1,2,3,19,18,0,19.906666666666666,17.36,2.546666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,6.0,SP,2020,10 a 19 anos,1.0,16.67,0.0,0.0,4.0,66.67,0.0,0.0,0.0,0.0,1.0,16.67,5981921,-22.39,-47.54,5,1,2,3,19,18,0,15.74,19.906666666666666,-4.166666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,30.0,SP,2021,10 a 19 anos,0.0,0.0,0.0,0.0,18.0,60.0,5.0,16.67,5.0,16.67,2.0,6.67,5981921,-22.39,-47.54,5,1,2,3,19,18,0,13.89,15.74,-1.8499999999999996,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,82.0,SP,2022,10 a 19 anos,0.0,0.0,1.0,1.22,53.0,64.63,11.0,13.41,11.0,13.41,6.0,7.32,5981921,-22.39,-47.54,5,1,2,3,19,18,0,10.026666666666667,13.89,-3.8633333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,120.0,SP,2023,10 a 19 anos,0.0,0.0,1.0,0.83,79.0,65.83,23.0,19.17,10.0,8.33,7.0,5.83,5981921,-22.39,-47.54,5,1,2,3,19,18,0,12.803333333333335,10.026666666666667,2.7766666666666673,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,89.0,SP,2024,10 a 19 anos,1.0,1.12,1.0,1.12,52.0,58.43,23.0,25.84,9.0,10.11,3.0,3.37,5981921,-22.39,-47.54,5,1,2,3,19,18,0,10.616666666666667,12.803333333333335,-2.1866666666666674,DADO HISTÓRICO,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,,,,,,,,,123.0,SP,2025,10 a 19 anos,0.0,0.0,2.0,1.63,66.0,53.66,31.0,25.2,16.0,13.01,8.0,6.5,5981921,-22.39,-47.54,5,1,2,3,19,18,0,10.483333333333333,10.616666666666667,-0.13333333333333464,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,45.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,29.0,64.44,8.0,17.78,7.0,15.56,1.0,2.22,7045395,-22.44,-47.57,2,0,0,1,20,28,0,12.245000000000001,8.93,3.3150000000000013,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,69.0,SP,2019,10 a 19 anos,0.0,0.0,5.0,7.25,40.0,57.97,13.0,18.84,9.0,13.04,2.0,2.9,7045395,-22.44,-47.57,2,0,0,1,20,28,0,12.51,12.245000000000001,0.2649999999999988,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,28.0,SP,2020,10 a 19 anos,1.0,3.57,1.0,3.57,12.0,42.86,9.0,32.14,4.0,14.29,1.0,3.57,7045395,-22.44,-47.57,2,0,0,1,20,28,0,14.296666666666667,12.51,1.786666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,223.0,SP,2021,10 a 19 anos,2.0,0.9,8.0,3.59,121.0,54.26,56.0,25.11,24.0,10.76,12.0,5.38,7045395,-22.44,-47.57,2,0,0,1,20,28,0,12.696666666666665,14.296666666666667,-1.6000000000000014,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,341.0,SP,2022,10 a 19 anos,8.0,2.35,7.0,2.05,206.0,60.41,69.0,20.23,38.0,11.14,13.0,3.81,7045395,-22.44,-47.57,2,0,0,1,20,28,0,12.063333333333333,12.696666666666665,-0.6333333333333329,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,490.0,SP,2023,10 a 19 anos,6.0,1.22,9.0,1.84,317.0,64.69,93.0,18.98,51.0,10.41,14.0,2.86,7045395,-22.44,-47.57,2,0,0,1,20,28,0,10.770000000000001,12.063333333333333,-1.2933333333333312,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,511.0,SP,2024,10 a 19 anos,6.0,1.17,13.0,2.54,289.0,56.56,106.0,20.74,81.0,15.85,16.0,3.13,7045395,-22.44,-47.57,2,0,0,1,20,28,0,12.466666666666667,10.770000000000001,1.6966666666666654,DADO HISTÓRICO,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,,,,,,,,,504.0,SP,2025,10 a 19 anos,1.0,0.2,10.0,1.98,299.0,59.33,97.0,19.25,74.0,14.68,23.0,4.56,7045395,-22.44,-47.57,2,0,0,1,20,28,0,13.646666666666667,12.466666666666667,1.1799999999999997,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,10.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,9.0,90.0,1.0,10.0,0.0,0.0,0.0,0.0,7427077,-22.388,-47.565,8,0,4,11,74,57,0,5.555,11.11,-5.555,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,2.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,7427077,-22.388,-47.565,8,0,4,11,74,57,0,20.37,5.555,14.815000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,1.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,7427077,-22.388,-47.565,8,0,4,11,74,57,0,16.666666666666668,20.37,-3.703333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,63.0,SP,2021,10 a 19 anos,0.0,0.0,0.0,0.0,38.0,60.32,13.0,20.63,6.0,9.52,6.0,9.52,7427077,-22.388,-47.565,8,0,4,11,74,57,0,19.84,16.666666666666668,3.173333333333332,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,120.0,SP,2022,10 a 19 anos,1.0,0.83,2.0,1.67,76.0,63.33,26.0,21.67,10.0,8.33,5.0,4.17,7427077,-22.388,-47.565,8,0,4,11,74,57,0,5.95,19.84,-13.89,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,141.0,SP,2023,10 a 19 anos,0.0,0.0,3.0,2.13,90.0,63.83,29.0,20.57,17.0,12.06,2.0,1.42,7427077,-22.388,-47.565,8,0,4,11,74,57,0,9.97,5.95,4.0200000000000005,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,129.0,SP,2024,10 a 19 anos,0.0,0.0,3.0,2.33,91.0,70.54,15.0,11.63,16.0,12.4,4.0,3.1,7427077,-22.388,-47.565,8,0,4,11,74,57,0,10.93,9.97,0.9599999999999991,DADO HISTÓRICO,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,,,,,,,,,106.0,SP,2025,10 a 19 anos,0.0,0.0,0.0,0.0,60.0,56.6,26.0,24.53,14.0,13.21,6.0,5.66,7427077,-22.388,-47.565,8,0,4,11,74,57,0,12.556666666666667,10.93,1.626666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,4.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,3.0,75.0,1.0,25.0,0.0,0.0,0.0,0.0,9422005,-22.395,-47.57,6,0,4,11,69,48,0,0.0,0.0,0.0,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,17.0,SP,2020,10 a 19 anos,0.0,0.0,1.0,5.88,9.0,52.94,3.0,17.65,2.0,11.76,2.0,11.76,9422005,-22.395,-47.57,6,0,4,11,69,48,0,3.92,0.0,3.92,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,48.0,SP,2021,10 a 19 anos,0.0,0.0,2.0,4.17,23.0,47.92,7.0,14.58,9.0,18.75,7.0,14.58,9422005,-22.395,-47.57,6,0,4,11,69,48,0,10.17,3.92,6.25,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,110.0,SP,2022,10 a 19 anos,1.0,0.91,2.0,1.82,71.0,64.55,19.0,17.27,13.0,11.82,4.0,3.64,9422005,-22.395,-47.57,6,0,4,11,69,48,0,14.11,10.17,3.9399999999999995,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,49.0,SP,2023,10 a 19 anos,1.0,2.04,2.0,4.08,26.0,53.06,7.0,14.29,12.0,24.49,1.0,2.04,9422005,-22.395,-47.57,6,0,4,11,69,48,0,18.353333333333335,14.11,4.243333333333336,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,126.0,SP,2024,10 a 19 anos,0.0,0.0,4.0,3.17,82.0,65.08,16.0,12.7,21.0,16.67,3.0,2.38,9422005,-22.395,-47.57,6,0,4,11,69,48,0,17.66,18.353333333333335,-0.6933333333333351,DADO HISTÓRICO,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,,,,,,,,,132.0,SP,2025,10 a 19 anos,0.0,0.0,10.0,7.58,79.0,59.85,24.0,18.18,13.0,9.85,6.0,4.55,9422005,-22.395,-47.57,6,0,4,11,69,48,0,17.003333333333334,17.66,-0.6566666666666663,DADO HISTÓRICO,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,,,,,,,,,9.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,6.0,66.67,3.0,33.33,0.0,0.0,0.0,0.0,9428992,-22.415,-47.58,3,0,2,6,41,33,0,0.0,0.0,0.0,DADO HISTÓRICO,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,,,,,,,,,41.0,SP,2021,10 a 19 anos,0.0,0.0,1.0,2.44,22.0,53.66,9.0,21.95,7.0,17.07,2.0,4.88,9428992,-22.415,-47.58,3,0,2,6,41,33,0,5.69,0.0,5.69,DADO HISTÓRICO,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,,,,,,,,,61.0,SP,2022,10 a 19 anos,0.0,0.0,1.0,1.64,31.0,50.82,15.0,24.59,7.0,11.48,7.0,11.48,9428992,-22.415,-47.58,3,0,2,6,41,33,0,9.516666666666667,5.69,3.826666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,,,,,,,,,83.0,SP,2023,10 a 19 anos,0.0,0.0,2.0,2.41,45.0,54.22,20.0,24.1,11.0,13.25,5.0,6.02,9428992,-22.415,-47.58,3,0,2,6,41,33,0,13.933333333333332,9.516666666666667,4.416666666666664,DADO HISTÓRICO,
